id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13452210,Car,Kia,EV6,AWD 77 kWh 325 hv,Other,Not available,Four wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel,Folding rear seats",61900.0,,5000.0,,4.0,,0.0,,,,,,
13454363,Car,Audi,Q8 e-tron,,Blue,Nonmetallic,Four wheel,"Airconditioning: Manual,Leather upholstery,Airbag,USB,Bluetooth,Cruise control: Adaptive,Electric seats: Without memory,Seat heaters,Multiactive Steering Wheel,Isofix-ready,Air suspension",99800.0,,8000.0,5.0,5.0,250.0,0.0,,,,,,
13454891,Car,Mercedes-Benz,EQS,,Other,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Leather upholstery,Airbag,Radio,Cruise control: Traditional,Electric seats: With memory,Satellite navigator,Driving assistant,Heated windshield,Air suspension",182500.0,,,5.0,4.0,,0.0,,,,,,
13454992,Car,Ford,Mustang Mach-E,,Other,Metallic,Four wheel,"Central locking: Keyless,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Isofix-ready,Keyless start,Heated windshield,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",68900.0,,1900.0,,5.0,,75.0,,,,,,
13456375,Car,BMW,iX3,,Black,Nonmetallic,Rear wheel,"Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Tire-pressure monitoring system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist",79000.0,,,5.0,4.0,210.0,0.0,,,,,,
13457042,Car,Volvo,C40,,Blue,Nonmetallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Alarm system,Sun hatch: With panorama,Cruise control: Traditional,Electric seats: With memory,Seat heaters,Parking sensors,Driving assistant,Fog lights,Rain Sensor,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Emergency brake assist,Collision avoidance system",54500.0,,1000.0,5.0,5.0,170.0,0.0,,,,,,
13457402,Car,Skoda,Enyaq,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",55900.0,,3000.0,5.0,5.0,150.0,82.0,,,540.0,CCS,135.0,135.0
13458135,Car,Hyundai,Kona,,White,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,USB,Bluetooth,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Isofix-ready,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel,Folding rear seats",46900.0,,2900.0,5.0,5.0,,64.0,,160000.0,660.0,Type 2,100.0,100.0
13458273,Car,Skoda,Enyaq,,White,Nonmetallic,Rear wheel,"Power steering,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Collision avoidance system,Heated steering wheel",59295.0,,,5.0,5.0,150.0,82.0,,,540.0,CCS,135.0,135.0
13458400,Car,Mini,Cooper,,Black,Nonmetallic,Front wheel,"Parking sensors,Satellite navigator",39665.0,,,4.0,2.0,135.0,32.6,,,234.0,CCS,50.0,50.0
13458798,Car,Porsche,Taycan,,White,Nonmetallic,Four wheel,"Airconditioning: Automatic,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Driving assistant,Sport seats,Parking camera: Simple camera,Air suspension",176324.0,,,5.0,4.0,440.0,0.0,,,,,,
13459036,Car,Porsche,Taycan,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: With key,Power windows,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Service manual: Paper,CD Player,Radio,Bluetooth,Traction control,Cruise control: Traditional,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Adaptive headlights,Heated steering wheel,Folding rear seats",102980.0,,2000.0,4.0,5.0,300.0,79.0,,,400.0,CCS,223.0,
13460583,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
13462926,Car,Porsche,Taycan,,Gray,Nonmetallic,Four wheel,"Airconditioning: Manual,Leather upholstery,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Driving assistant,Parking camera: Simple camera,Air suspension",162307.0,,,5.0,4.0,420.0,0.0,,,,,,
13463046,Car,BMW,iX,,White,Nonmetallic,Four wheel,Sun hatch: With panorama,120090.0,,,,,385.0,111.5,,,587.0,CCS,195.0,195.0
13463073,Car,Mercedes-Benz,EQS,,Gray,Metallic,Four wheel,"Leather upholstery,Sun hatch: With panorama,Cruise control: Adaptive,Seat heaters,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Sunroof,Electrically operated tailgate,Parking Assistant,Air suspension,Smartphone integration",149700.0,,2000.0,5.0,4.0,385.0,0.0,,,,,,
13463769,Car,Opel,Mokka-e,,Other,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Folding rear seats",44570.0,,,,5.0,,0.0,,,,,,
13464984,Car,Skoda,Enyaq,,Green,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Service manual: Electronic,Cruise control: Adaptive,Electrically operated tailgate",46990.0,,5000.0,5.0,5.0,,0.0,,,,,,
13466096,Car,Volkswagen,ID. Buzz,,Other,Nonmetallic,Rear wheel,"Power steering,Tow bar,Alloy wheels,Airconditioning: Automatic,Bluetooth,Alarm system,Cruise control: Traditional,Satellite navigator,Driving assistant,Heated windshield,LED-headlights,Parking camera: Simple camera",73500.0,,,5.0,5.0,150.0,0.0,,,,,,
13467093,Car,Audi,Q4 e-tron,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Audio input,Sport base,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Trunk temp-control device,Folding rear seats",57800.0,1.0,10000.0,5.0,5.0,220.0,82.0,,,504.0,,135.0,
13467300,Car,Nissan,Leaf,,Red,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Seat heaters,Driving assistant,Multiactive Steering Wheel,Curve lights,Auto hold,LED-headlights,Lane departure warning system,Emergency brake assist",34868.0,,,5.0,4.0,,0.0,,,,,,
13467326,Car,Nissan,Leaf,,White,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,ABS brakes,USB,Cruise control: Traditional,Seat heaters,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Auto hold,LED-headlights,Lane departure warning system",29990.0,,,5.0,4.0,,0.0,,,,,,
13467884,Car,Nissan,Leaf,,White,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,ABS brakes,USB,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Auto hold,Lane departure warning system,Emergency brake assist",37720.0,,,5.0,5.0,160.0,0.0,,,,,,
13468865,Car,Mercedes-Benz,EQE,,Gray,Metallic,Four wheel,"Leather upholstery,Sun hatch: With panorama,Cruise control: Adaptive,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Sunroof,Parking Assistant,Air suspension,Head-Up display,Smartphone integration",139900.0,,,5.0,4.0,350.0,0.0,,,,,,
13470057,Car,Porsche,Taycan,,Gray,Nonmetallic,Four wheel,"Airconditioning: Manual,Leather upholstery,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Driving assistant,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera,Air suspension",154972.0,,,5.0,4.0,390.0,0.0,,,,,,
13471531,Car,Audi,e-tron GT,,Gray,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Battery preheating",117190.0,,,5.0,4.0,350.0,93.0,,,491.0,CCS,250.0,250.0
13471719,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Heated windshield,Ski hatch,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",49990.0,,11500.0,5.0,5.0,150.0,0.0,,,,,,
13472052,Car,Mercedes-Benz,Vito,,Black,Not available,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Traditional,On board computer,Seat heaters,Electric mirrors,Driving assistant,Accessories for invalids,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Auto hold,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Trunk temp-control device,Folding rear seats",,,,,4.0,204.0,0.0,,,,CCS,50.0,
13472504,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera",52900.0,,15000.0,5.0,5.0,150.0,0.0,,,,,,
13472743,Car,BMW,iX,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,Cargo safety net,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",83900.0,,10000.0,5.0,4.0,,71.0,,,425.0,CCS,150.0,150.0
13473017,Car,Opel,Mokka-e,,Other,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Traditional,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",42900.0,,3000.0,,5.0,,0.0,,,,,,
13473331,Car,Ford,Mustang Mach-E,,White,Metallic,Four wheel,"Central locking: Keyless,Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Sunroof,Heated windshield,Parking camera: Simple camera",81790.0,,2456.0,5.0,5.0,258.0,0.0,,,,,,
13473694,Car,Porsche,Taycan,,Red,Nonmetallic,Four wheel,"Airconditioning: Automatic,Leather upholstery,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Driving assistant,Ski hatch,LED-headlights,Parking camera: Simple camera,Air suspension",154290.0,,,5.0,4.0,420.0,0.0,,,,,,
13473831,Car,Volkswagen,ID5,,Other,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",44900.0,,5000.0,5.0,5.0,150.0,0.0,,,,,,
13474249,Car,Audi,Q8 e-tron,,Gray,Nonmetallic,Four wheel,"Tow bar,Two sets of tyres,Airconditioning: Manual,Leather upholstery,Airbag,USB,Cruise control: Adaptive,Electric seats: With memory,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera,Air suspension",92900.0,,4000.0,5.0,4.0,250.0,0.0,,,,,,
13474296,Car,Audi,Q8 e-tron,,Blue,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Manual,Leather upholstery,Airbag,USB,Cruise control: Adaptive,Electric seats: With memory,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera,Air suspension",91900.0,,3000.0,5.0,4.0,250.0,0.0,,,,,,
13474473,Car,Mercedes-Benz,EQS,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,Airbag,USB,Electric seats: With memory,Air suspension,Smartphone integration",177880.0,,,,,,0.0,,,,,,
13474685,Car,Kia,EV6,,Other,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",64900.0,,10.0,5.0,4.0,169.0,77.0,,,528.0,CCS,230.0,
13474965,Car,Porsche,Taycan,,Gray,Nonmetallic,Four wheel,"Leather upholstery,Electric seats: With memory,Parking camera: Simple camera",170843.0,,,5.0,4.0,,0.0,,,,,,
13475537,Car,Mercedes-Benz,EQE,,Red,Nonmetallic,Four wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,USB,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Traditional,Electric seats: With memory,Satellite navigator,Auto hold,Parking camera: Simple camera,Air suspension,Smartphone integration,Collision avoidance system",130490.0,,,5.0,4.0,350.0,90.6,,,534.0,,11.0,11.0
13475823,Car,Porsche,Taycan,,Black,Nonmetallic,Four wheel,"Airconditioning: Automatic,Leather upholstery,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Driving assistant,Parking camera: Simple camera,Air suspension",134819.0,,,5.0,4.0,350.0,0.0,,,,,,
13475995,Car,Porsche,Taycan,,Black,Nonmetallic,Four wheel,"Airconditioning: Automatic,Leather upholstery,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Driving assistant,Parking camera: Simple camera,Air suspension",148590.0,,,5.0,4.0,420.0,0.0,,,,,,
13476371,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Emergency brake assist",55800.0,,,,5.0,130.0,0.0,,,,,,
13478349,Car,Opel,Mokka-e,,Other,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Folding rear seats",43700.0,,,,5.0,,0.0,,,,,,
13480708,Car,Volkswagen,ID3,,White,Nonmetallic,Rear wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera",39900.0,,5500.0,5.0,5.0,150.0,0.0,,,,,,
13481152,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
13481218,Car,Kia,EV6,AWD 58 kWh 235 hv,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",61039.0,,,,4.0,,0.0,,,,,,
13481814,Car,BMW,i4 M50,,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,USB,Bluetooth,Immobilizer,Alarm system,Sun hatch: Without panorama,Traction control,Cruise control: Traditional,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Curve lights,Keyless start,Heated windshield,Electrically operated tailgate,Cargo safety net,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",78900.0,1.0,7000.0,5.0,,544.0,0.0,,,,,,
13482824,Car,Hyundai,Ioniq 5,,Other,Metallic,Rear wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Folding rear seats",61477.0,,,,5.0,168.0,0.0,,,,,,
13482827,Car,Hyundai,Ioniq 5,,Other,Metallic,Rear wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Folding rear seats",62076.0,,,,5.0,168.0,0.0,,,,,,
13483343,Car,Volkswagen,ID5,,Other,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,USB,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield",62900.0,,,5.0,,220.0,0.0,,,,,,
13485173,Car,Peugeot,e-208,Active Pack 50 kWh 136 Automaatti,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Driving assistant,Rain Sensor,Folding rear seats",38700.0,,,,5.0,,0.0,,,,,,
13486692,Car,BMW,iX1,,White,Nonmetallic,Four wheel,"Radio,Alarm system,Sun hatch: With panorama,Electric seats: With memory,LED-headlights,Sport seats",69990.0,,,5.0,4.0,200.0,0.0,,,,,,
13486980,Car,Volkswagen,ID5,,Red,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,Cargo safety net,LED-headlights,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",57520.0,,,5.0,5.0,220.0,0.0,,,,,,
13487048,Car,Nissan,Ariya,,Other,Nonmetallic,Front wheel,"Airconditioning: Automatic,ABS brakes,Airbag,USB,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Parking sensors,Rain Sensor,LED-headlights,Lane departure warning system,Emergency brake assist",61700.0,,,5.0,4.0,,0.0,,,,,,
13487202,Car,Subaru,Solterra,,Silver,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,CD Player,USB,Bluetooth,Sun hatch: With panorama,Cruise control: Adaptive,On board computer,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Audio input,Electrically operated tailgate",52575.0,,,5.0,4.0,,0.0,,,,,,
13487636,Car,Volvo,XC40,,Gray,Nonmetallic,Front wheel,"Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Bluetooth,Alarm system,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Rain Sensor,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system",51400.0,,8000.0,5.0,5.0,170.0,0.0,,,,,,
13487742,Car,Mercedes-Benz,EQB,,Gray,Nonmetallic,Four wheel,"Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor",69880.0,,5000.0,7.0,5.0,,66.0,,,419.0,Type 2,100.0,100.0
13488087,Car,Cupra,Born,,Other,Nonmetallic,Rear wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Keyless start,Ski hatch,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Emergency brake assist,Heated steering wheel",44470.0,,,4.0,5.0,170.0,77.0,,,544.0,CCS,135.0,135.0
13488127,Car,Volkswagen,ID5,,Other,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,Electrically operated tailgate,Parking camera: Simple camera",65030.0,,,5.0,,220.0,0.0,,,,,,
