,make,model,modelTypeName,color,driveType,price,totalOwners,kilometers,seats,power,batteryCapacity,electricRange,isSuv,metallicColor,airconditioning,parking_sensors,satellite_navigator,cruise_control_adaptive,parking_camera_simple_camera,seat_heaters,driving_assistant,alloy_wheels,electric_mirrors,lane_departure_warning_system,electrically_operated_tailgate,leather_upholstery,emergency_brake_assist,collision_avoidance_system,cruise_control_traditional,parking_assistant,tow_bar,electric_seats_with_memory,heated_steering_wheel,sunroof,sun_hatch_with_panorama,adaptive_headlights,sport_seats,fuel_battery_powered_heater,parking_camera_360-degree_camera,battery_preheating,electric_seats_without_memory,air_suspension,curve_lights,head_up_display,"sport_base,"
78,maxus,t90,EV Double Cab 4x2 Elite | KESÄN SUPERETU | TÄYSSÄHKÖ | yli 400km range | 5 hlö |,black,rwd,62990.0,1,,5,130.0,89.0,336.0,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,porsche,taycan,"4 Cross Turismo / Ovh 140t€ / Supervarusteltu / Täysnahka / Panoraama / BOSE / 21"" / ACC",gray,4wd,114500.0,1,15000.0,5,350.0,93.4,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False
80,kia,e-soul,Electro 64 kWh 204 hv - Täyssähköauto heti ajoon! 64 kWh 204 hv.,black,fwd,47040.0,1,,5,,67.5,,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,bmw,ix1,"xDrive30 61EF *** Korko alk. 1,95% !!! *",other,4wd,78290.0,1,10.0,5,,66.5,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
82,maxus,euniq,5 Grand Wagon / 70kWh / 6 paikkainen / 177hv / ,white,fwd,54560.0,1,,6,130.0,70.0,420.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,maxus,euniq,"** 0,99% Korkotarjous **  / 6 Grand Suv / 70kWh /  177hv / WLTP JOPA 452km / TESTIVOITTAJA / SUMMER EDITION -3000€!!!",white,fwd,49900.0,1,,5,130.0,70.0,452.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,maxus,t90,EV Double Cab (5 istuinta) akku 88.5kWh,white,rwd,67486.0,1,,5,130.0,89.0,471.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,maxus,t90,"EV Double Cab (5 istuinta), akku 88,5 kWh",black,rwd,67486.0,1,,5,130.0,88.0,471.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,porsche,taycan,Taycan 4 Cross Turismo Advantage Package,red,4wd,140893.0,1,,5,,93.4,,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
87,nissan,leaf,"N-Connecta MY22 39 kWh LED FI *** Korko alk. 1,95% !!! *",other,fwd,35832.0,1,,5,,39.0,,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
88,volkswagen,id5,"Pro Business Plus 128 kW, akku 77 kWh *** Korko alk. 1,95% !!! *",other,rwd,53615.0,1,,5,128.0,77.0,,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,mercedes-benz,eqs,"450 4MATIC *** Korko alk. 1,95% !!! *",gray,4wd,145180.0,1,,5,,108.4,,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
90,maxus,euniq,6 Grand Suv *Upea Maxus Euniq 6 koeajettavissa !*,other,fwd,49900.0,1,3000.0,5,130.0,0.0,,True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
91,peugeot,e-208,Allure Pack 50 kWh 136 Automaatti,blue,fwd,37250.0,1,5.0,5,,50.0,,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,bmw,i4 m50,"M50 Super Charged *** Korko alk. 1,95% !!! *",other,4wd,94900.0,1,7400.0,5,,83.9,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
93,citroen,e-spacetourer,"Full Electric 136 Shine 75 kWh XL Automaatti 8-paikk., Navi, nahkaverhoilu *** Alk. 1.95% rahoituskorko",other,fwd,64890.0,1,,8,,75.0,,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
94,peugeot,e-208,,other,fwd,38200.0,1,,5,,50.0,,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,mercedes-benz,eqs,"450 4MATIC SUV *** Korko alk. 1,95% !!! *",green,4wd,151302.0,1,10.0,5,,108.4,,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
96,maxus,t90,"88,5kWh EV Double Cab 4x2 Elite |  KESÄN SUPERETU  | 230V ulostulo |  5 hlö |",black,rwd,62990.0,1,,5,130.0,88.0,336.0,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
97,skoda,enyaq,80x 4x4 RS iV *Hetivapaa esittelyauto*Huippu RS -varustelu* *** Erä esittelyautoja erikoishintaan!,orange,4wd,61900.0,1,12000.0,5,220.0,82.0,,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
98,audi,q8 e-tron,50 quattro S line Launch Edition,blue,4wd,99900.0,1,7000.0,5,250.0,71.0,447.0,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False
99,opel,corsa-e,"5-ov Edition 136 automaatti **2 x renkaat** **** Tähän autoon 0,99 % korko +kulut ****",black,fwd,29900.0,1,1100.0,5,,50.0,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,peugeot,e-208,Allure Pack 50 kWh 136 Automaatti,yellow,fwd,36600.0,1,5.0,5,,50.0,,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,volkswagen,id3,"Pro Performance FastLane 150 kW, akku 58 kWh",blue,rwd,43190.0,1,1000.0,5,150.0,58.0,,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,ford,mustang mach-e,98 kWh 487hv AWD GT 5-ovinen - Heti ajoon! Ajamaton uusi auto! Upea GT!,other,4wd,82590.0,1,,5,358.0,98.0,,True,False,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,maxus,t90,"88,5kWh EV Double Cab 4x2 Elite | KESÄN SUPERETU |  
230V ulostulo | 5 hlö | yli 400km range",black,rwd,62990.0,1,,5,130.0,89.0,336.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,citroen,e-spacetourer,"Full Electric 136 Shine 75 kWh XL Automaatti **2,9% KORKO + KAMPPISHINTA** *** Korko alk. 1,95% !!! *",other,fwd,66900.0,1,,7,,75.0,,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5,citroen,e-berlingo,"Full Electric 136 Feel 50kWh XL Automaatti 7-paikkainen, Navi, peruutuskamera *** Alk. 1.95% rahoituskorko",other,fwd,42890.0,1,2000.0,7,,50.0,,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,audi,q8 e-tron,Sportback 50 quattro Launch Edition,gray,4wd,92500.0,1,6000.0,5,250.0,71.0,,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
7,kia,ev6,*Ilmalämpöpumppu / Comfort Pack / Vetokoukku*,white,4wd,60900.0,1,15000.0,5,239.0,77.5,,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8,bmw,ix,"xDrive50 Fully Charged *** Korko alk. 1,95% !!! *",other,4wd,131920.0,1,10.0,5,,111.5,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,skoda,enyaq,"80 SportLine iV ""Heti ajoon*2xrenkaat*sähk.takaluukku*Digimittaristo*Navi*per.kamera* *** Erä esittelyautoja erikoishint",white,rwd,57800.0,1,12000.0,5,150.0,82.0,,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,mercedes-benz,eqs suv,580 4Matic SUV *ESITTELYAUTO*,black,4wd,178900.0,1,15000.0,5,400.0,108.4,600.0,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
11,kia,ev6,,other,4wd,61900.0,1,5000.0,5,,77.5,,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12,audi,q8 e-tron,Sportback e-tron Launch Edition S line 50 quattro. Kaksilla 20 tuuman renkailla.,blue,4wd,99800.0,1,8000.0,5,250.0,71.0,,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
13,mercedes-benz,eqs,"580 4MATIC SUV *** Korko alk. 1,95% !!! *",other,4wd,182500.0,1,,5,,108.4,,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
14,ford,mustang mach-e,"75kWh 269hv AWD Premium 5-ovinen - Sis. Talvirenkaat, Teknologiapaketti 2",other,4wd,68900.0,1,1900.0,5,,75.0,,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,bmw,ix3,"G08 M Sport Charged Plus *** Heti toimitukseen Lappeenrannasta! *** *** BMW Rahoitusetu 2,90% (+kulut)",black,rwd,79000.0,1,,5,210.0,80.0,,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False
16,volvo,c40,Recharge Single Plus aut,blue,fwd,54500.0,1,1000.0,5,170.0,69.0,,True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
17,skoda,enyaq,"80 iV #Ovh. 61595,-#Plus-paketti: Matrix-LED-ajovalot, kulj. sähköp. sähk. takaluukku",white,rwd,55900.0,1,3000.0,5,150.0,82.0,540.0,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,hyundai,kona,"Electric 64 kWh 204 hv Style "" Uutta vastaava""",white,fwd,46900.0,1,2900.0,5,,64.0,660.0,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
19,skoda,enyaq,"80 iV #Heti toimitukseen #Plus-paketti: Matrix-LED-ajovalot, sähk. kulj. istuin",white,rwd,59295.0,1,,5,150.0,82.0,540.0,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20,mini,cooper,"Cooper SE Essential *** MINI rahoitusetu 2,90 % (+ kulut)",black,fwd,39665.0,1,,4,135.0,32.6,234.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,porsche,taycan,GTS Sport Turismo,white,4wd,176324.0,1,,5,440.0,93.4,,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
22,porsche,taycan,"Sport Turismo taycan heti toimitukseen rahoitus alken 599/kk Advantage pack, Bose, Carrara White Metallic
20"" vanteet.",white,rwd,102980.0,1,2000.0,4,300.0,93.4,400.0,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True
23,maxus,euniq,6 Grand Suv,other,fwd,49900.0,1,,5,130.0,0.0,,True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24,porsche,taycan,4S Cross Turismo,gray,4wd,162307.0,1,,5,420.0,79.2,,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
25,bmw,ix,"xDrive50 Fully Charged Sport Heti toimitukseen! *** Korko alk. 1,95% !!! *",white,4wd,120090.0,1,,5,385.0,111.5,587.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,mercedes-benz,eqs,580 4Matic / Panorama / Hyperscreen / Nelipyöräohjaus / Airmatic / Digital Light - / HUD / Nelipyöräohjaus / Panorama /,gray,4wd,149700.0,1,2000.0,5,385.0,108.4,,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
27,opel,mokka-e,Executive 136 automaatti 50 kWh,other,fwd,44570.0,1,,5,,50.0,,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,skoda,enyaq,60 iV,green,rwd,46990.0,1,5000.0,5,,62.0,,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,volkswagen,id. buzz,"Pro 150kW 77 kWh Business *UPEA ,AJAMATON ID.BUZZ,NOPEAAN TOIMITUKSEEN",other,rwd,73500.0,1,,5,150.0,77.0,,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,audi,q4 e-tron,"50 e-tron quattro Sportback S line, Head Up, Aktiivi Cruise, Panorama, 20'' Vanteet, Sonos,.",black,4wd,57800.0,1,10000.0,5,220.0,82.0,504.0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True
31,nissan,leaf,"N-Connecta MY22 39 kWh LED FI *** Korko alk. 1,95% !!! *",red,fwd,34868.0,1,,5,,39.0,,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32,nissan,leaf,N-Connecta MY22 39 kWh LED FI,white,fwd,29990.0,1,,5,,39.0,,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,nissan,leaf,e+ 59 kWh N-Connecta,white,fwd,37720.0,1,,5,160.0,59.0,,False,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,mercedes-benz,eqe,Mercedes-AMG 43 4Matic / Burmester / Panorama / Hyperscreen / HUD /,gray,4wd,139900.0,1,,5,350.0,90.6,,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
35,porsche,taycan,4S Sport Turismo,gray,4wd,154972.0,1,,5,390.0,79.2,,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
36,audi,e-tron gt,60 quattro / rahoitustarjous esim. 1199e/kk,gray,4wd,117190.0,1,,5,350.0,93.4,491.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False
37,volkswagen,id5,"Pro Performance FastLane 150 kW, akku 77 kWh | Vetokoukku | 2x renkaat | Interior Style -paketti",white,rwd,49990.0,1,11500.0,5,150.0,77.0,,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38,mercedes-benz,vito,"Esteetön eVito Bus Design, Myyty!",black,fwd,,1,,5,204.0,0.0,,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,volkswagen,id5,"Pro Performance FastLane 150 kW, akku 77 kWh",white,rwd,52900.0,1,15000.0,5,150.0,77.0,,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,bmw,ix,"xDrive40 Fully Charged ""Runsailla varusteilla"" Heti ajoon!",white,4wd,83900.0,1,10000.0,5,,76.6,425.0,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False
41,opel,mokka-e,GS Line Plus 136 automaatti *ESITTELYAUTO SÄHKÖ GS-MOKKA // ADAPT VAKKARI // LED-ajovalot*,other,fwd,42900.0,1,3000.0,5,,50.0,,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,ford,mustang mach-e,98kWh 351hv A1 AWD 5-ovinen / FROST WHITE-ERIKOISMALLI/,white,4wd,81790.0,1,2456.0,5,258.0,98.0,,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43,porsche,taycan,4S Cross Turismo,red,4wd,154290.0,1,,5,420.0,79.2,,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
44,volkswagen,id5,"Pro Performance FastLane 150 kW, akku 77 kWh | Takuu 1/26 tai 100tkm asti | Vetokoukku | 1 omistaja",other,rwd,44900.0,1,5000.0,5,150.0,77.0,,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
45,audi,q8 e-tron,Sportback 50 Launch Edition,gray,4wd,92900.0,1,4000.0,5,250.0,71.0,,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
46,audi,q8 e-tron,50 quattro Launch Edition,blue,4wd,91900.0,1,3000.0,5,250.0,71.0,,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
47,mercedes-benz,eqs,"580 4Matic *** Korko alk. 1,95% !!! *",gray,4wd,177880.0,1,,5,,108.4,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
48,kia,ev6,GT-Line RWD 77 kWh 229 hv - Comfort Pack - Kysy saatavuudesta!,other,rwd,64900.0,1,10.0,5,169.0,77.5,528.0,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,porsche,taycan,Taycan 4S,gray,4wd,170843.0,1,,5,,79.2,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50,mercedes-benz,eqe,"Mercedes-AMG 43 4Matic * Tähän autoon korkotarjous 2,99% + kulut*",red,4wd,130490.0,1,,5,350.0,90.6,534.0,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
51,porsche,taycan,4 Cross Turismo Advantage Package,black,4wd,134819.0,1,,5,350.0,93.4,,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
52,porsche,taycan,4S 420kW,black,4wd,148590.0,1,,5,420.0,79.2,,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
53,maxus,euniq,5 Grand Wagon 6 paikkainen 177hv - Exclusive,other,fwd,55800.0,1,,5,130.0,0.0,,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
54,opel,mokka-e,Executive 136 automaatti,other,fwd,43700.0,1,,5,,50.0,,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,volkswagen,id3,"* HETI AJOON* Pro Performance FastLane 150 kW, akku 58 kWh",white,rwd,39900.0,1,5500.0,5,150.0,58.0,,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,maxus,euniq,6 Grand Suv,other,fwd,49900.0,1,,5,130.0,0.0,,True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
57,kia,ev6,,other,4wd,61039.0,1,,5,,77.5,,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,bmw,i4 m50,VAIHTO mahd - Supercharged - Laservalot - Katso varusteet - M-Sport Pro - Suomiauto,white,4wd,78900.0,1,7000.0,5,544.0,83.9,,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True
59,hyundai,ioniq 5,77 kWh 229 hv Premium - Heti toimitukseen,other,rwd,61477.0,1,,5,168.0,77.4,,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,hyundai,ioniq 5,77 kWh 229 hv Premium - Heti toimitukseen,other,rwd,62076.0,1,,5,168.0,77.4,,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
61,volkswagen,id5,"GTX Dual Motor AWD Business, akku 77 kWh",other,4wd,62900.0,1,,5,220.0,77.0,,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,peugeot,e-208,,other,fwd,38700.0,1,,5,,50.0,,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,bmw,ix1,"U11 30 xDrive (M Sport) *** BMW Rahoitusetu 2,90% (+kulut)",white,4wd,69990.0,1,,5,200.0,66.5,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
64,volkswagen,id5,GTX 4MOTION Business Plus Edition 299 hv 77 kWh | HINTAETU -7800e | Uusi auto nopeaan toimitukseen,red,4wd,57520.0,1,,5,220.0,77.0,,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
65,nissan,ariya,"87kWh Evolve 2WD 20""alloys 22kw charger",other,fwd,61700.0,1,,5,,87.0,,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
66,subaru,solterra,Touring+,silver,4wd,52575.0,1,,5,,0.0,,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67,volvo,xc40,Recharge Single Plus aut,gray,fwd,51400.0,1,8000.0,5,170.0,69.0,,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,mercedes-benz,eqb,300 4MATIC Business AMG **7-paikk / Distronic  / Kamera / Navi / 19 AMG -vanteet**,gray,4wd,69880.0,1,5000.0,7,,66.5,419.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
69,cupra,born,e-Boost 170 kW 77 kWh,other,rwd,44470.0,1,,4,170.0,77.0,544.0,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
70,volkswagen,id5,"GTX 4MOTION Business Plus, akku 77 kWh *** Korko alk. 1,95% !!! *",other,4wd,65030.0,1,,5,220.0,77.0,,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,nissan,leaf,N-Connecta Automaatti 39 kWh ESITTELYAUTOTARJOUS *** Erä esittelyautoja erikoishintaan!,white,fwd,29990.0,1,7000.0,5,110.0,39.0,270.0,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
72,ford,mustang mach-e,98kWh 351hv AWD Premium 5-ovinen,blue,4wd,70450.0,1,10000.0,5,,98.0,550.0,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
73,bmw,i4,eDrive40 *** Tämä auto nyt etuhintaan!,black,rwd,59890.0,1,10000.0,5,250.0,83.9,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,bmw,ix1,U11 30 xDrive Charged Edition *** Tämä auto nyt etuhintaan!,white,4wd,62490.0,1,17000.0,5,200.0,66.5,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
75,bmw,ix3,G08 M Sport Charged Plus *** Tämä auto nyt etuhintaan!,white,rwd,71490.0,1,10000.0,5,210.0,80.0,,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False
76,hyundai,ioniq 5,77 kWh 325 hv AWD Premium **HETI TOIMITUKSEEN!**,other,4wd,64700.0,1,,5,,77.4,,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
