,make,model,modelTypeName,color,driveType,price,totalOwners,kilometers,seats,power,batteryCapacity,electricRange,isSuv,metallicColor,airconditioning,parking_sensors,satellite_navigator,cruise_control_adaptive,parking_camera_simple_camera,seat_heaters,driving_assistant,alloy_wheels,electric_mirrors,lane_departure_warning_system,electrically_operated_tailgate,leather_upholstery,emergency_brake_assist,collision_avoidance_system,cruise_control_traditional,parking_assistant,tow_bar,electric_seats_with_memory,heated_steering_wheel,sunroof,sun_hatch_with_panorama,adaptive_headlights,sport_seats,fuel_battery_powered_heater,parking_camera_360-degree_camera,battery_preheating,electric_seats_without_memory,air_suspension,curve_lights,head_up_display,"sport_base,"
2,seat,mii electric,61 kW (83 HV) / Vakionopeudensäädin / Suomi-Auto / Lämmitettävä tuulilasi / Sähköinen,black,fwd,18700.0,1,22000.0,4,,36.8,,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,hyundai,kona,,black,fwd,29000.0,1,58000.0,5,150.0,64.0,480.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4,peugeot,e-208,,white,fwd,27490.0,1,45500.0,5,100.0,50.0,340.0,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5,tesla,model 3,Long-Range Dual Motor AWD Refresh | AUTOPILOT | ILMALÄMPÖPUMPPU | PPF | TUPLALASIT | ,red,4wd,42990.0,1,39000.0,5,,78.75,,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
6,mercedes-benz,eqc,400 4Matic AMG-Line Designo * Burmester / Distronic+ / Kaistavahti / Penkinläm. / Peruutuskamera / Koukku / Keyless *,gray,4wd,63790.0,1,43000.0,5,300.0,80.0,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7,mercedes-benz,eqc,400 4Matic AMG-Line Designo * Burmester / Distronic+ / Kaistavahti / Katveavustin / Muistipenkit / 360° / Keyless *,gray,4wd,65790.0,1,30000.0,5,300.0,80.0,,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8,nissan,leaf,"Acenta MY20 40 kWh 6,6 kW Charger ** 1. Om / ALV / Adapt. Vakkari / BLIS / Keyless / P. Kamera / AndroidAuto **",white,fwd,22900.0,1,16000.0,5,110.0,40.0,285.0,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9,hyundai,kona,"electric 64 kWh 204 hv Style MY21 *** Vähintään 2000 € hyvitys autostasi* - Korkotarjous 3,9% +kulut",gray,fwd,34880.0,1,60000.0,5,,64.0,,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
10,seat,mii electric,,white,fwd,16300.0,1,60000.0,4,61.0,37.0,260.0,False,False,True,True,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,volkswagen,id3,"Pro 107 kW, akku 58 kWh Life",gray,rwd,27500.0,1,66000.0,5,,58.0,,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,skoda,enyaq,"*Kiinteä korkotarjous 3,99% !!* 80 Launch Edition iV *Digimittaristo / Adapt. Vakkari / Skoda Crystal / Ratinlämmitin!*",white,rwd,39580.0,1,136000.0,5,5.0,82.0,,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,porsche,taycan,4S 420kW Performance Battery Plus - ** Upea täyssähkö Porsche pienillä kilometreillä! * 571HP! *  Mukautuva vakkari * 36,gray,4wd,98690.0,1,27000.0,5,420.0,79.2,,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,tesla,model y,"Long-Range Dual Motor AWD | 2X RENKAAT |  AUTOPILOT | ESILÄMMITYS | ADAPT.VAKKARI 

",white,4wd,47490.0,1,56500.0,5,,78.1,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,tesla,model 3,"Long Range *** Korkotarjous 4,9% + kulut",blue,4wd,43860.0,1,50000.0,5,258.0,78.75,602.0,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16,hyundai,kona,"electric 64 kWh 204 hv Style MY21 *** Korkotarjous 4,9% + kulut",red,fwd,39880.0,1,16000.0,5,,64.0,484.0,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17,opel,mokka,Comfort 136 automaatti,other,fwd,26900.0,1,36000.0,5,100.0,0.0,,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,mercedes-benz,eqa,250 AMG,silver,fwd,46900.0,1,22000.0,5,,66.5,,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,porsche,taycan,Turbo **Sport Chrono/Nelipyöräohjaus/Etumatkustajanäyttö/Adapt.alusta/Käsiraha alk. 0€!**,blue,4wd,123300.0,1,41500.0,5,500.0,93.4,,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20,seat,mii electric,61 kW (83 HV) ** Suomi-auto / CCS / Cruise / Aut. ilmastointi / Tutka taakse / Bluetooth **,white,fwd,18700.0,1,20000.0,4,61.0,36.0,260.0,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,kia,e-soul,"64 KwH Advance Long Range, WLTP 450km - Korkotarjous 3,99%+kulut",blue,fwd,31790.0,1,18000.0,5,150.0,67.5,450.0,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,volkswagen,id4,ID4 Pure Perfomance 125 kWh Style,gray,rwd,34900.0,1,35000.0,5,170.0,55.0,343.0,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23,volkswagen,id4,Pure 108 kW,white,rwd,35000.0,2,38000.0,5,109.0,53.0,256.0,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,bmw,i3s,KORKOTROMBI: 2.99%! 120 Ah * WLTP 285km * Ilmalämpöpumppu *  Navi * Led valot,white,rwd,26870.0,1,52000.0,5,,0.0,,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,volkswagen,id4,"VW ID.4 PRO 150 KW 77KW Akku, Ledit, Navi, Cruise adapt, Tutkat, Kamera, Koukku, 20""Alut",gray,rwd,41980.0,1,32000.0,5,150.0,77.0,531.0,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26,mercedes-benz,eqv,"300e keskipitkä A2 7-paikkainen, Obsidian musta, Navigointi, Peruutuskamera, Kuin uusi,.",black,fwd,59900.0,1,6000.0,7,150.0,100.0,,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,porsche,taycan,"350 kW *Perf. Battery+, Adapt.Cruise, PDLS+, Panorama, Ilmajousitus, Comfort Access *",black,rwd,92480.0,1,34000.0,5,350.0,93.4,,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
28,mercedes-benz,eqs,580 4Matic - ** Nelipyöräohjaus / Koukku / Burmester / Premium Plus / Hierovat etuistuimet **,black,4wd,139000.0,1,22000.0,5,5.0,108.4,,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
29,tesla,model 3,,white,rwd,37900.0,1,28000.0,5,239.0,0.0,,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,tesla,model 3,"Standard Range Plus - Ilmalämpöpumppu, Sähkötoiminen takaluukku, Käsiraha rahoitukseen 0€",white,rwd,37980.0,1,37000.0,5,211.0,54.5,491.0,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
31,renault,twingo,,white,rwd,15500.0,2,13000.0,4,60.0,21.0,160.0,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,volvo,xc40,"P8 AWD R-Design aut - Korko 3,99% + kulut!!",white,4wd,48890.0,1,33000.0,5,300.0,0.0,,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
33,opel,corsa-e,Edition 136 50kwh *NÄYTTÄVÄ SÄHKÖ CORSA! WLTP RANGE 337KM! 0e TOIMITUS!*,orange,,21499.0,1,29000.0,5,,50.0,,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,maxus,euniq,5 Grand Wagon Exclusive *  7-P / ACC / PANORAAMA / NAHKAPENKIT / 360-KAMERA / KAISTAVAHTI / BLIS / KEYLESS *,white,fwd,36970.0,1,38000.0,7,,0.0,,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
35,hyundai,kona electric,Hyndai Kona Electric Style,red,fwd,31900.0,1,40000.0,5,150.0,64.0,440.0,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True
36,porsche,taycan,4 Cross Turismo *Porsche Approved* PDLS+/BOSE/Adaptiivivakkari/360-kamera/Matkustajanäyttö,black,4wd,106800.0,1,23000.0,5,350.0,93.4,,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
37,mercedes-benz,eqa,250 AMG-Line * Vakionopeudensäädin / Navi / Kaistavahti / Katveavustin / Peruutuskamera / Tutkat / Ambient / ALV *,gray,fwd,48490.0,1,12000.0,5,,66.5,,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,opel,corsa-e,5-ov Innovation Plus 136 automaatti / SUOMI-auto / 1. Omistaja / ALV / Navi / Kamera / Ratinlämmitin / AppleCarPlay & An,white,fwd,24480.0,1,14300.0,5,4.0,50.0,,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,tesla,model 3,SR+ / Autopilot / Premium Audio / ILP /  Panorama / Sähköluukku / 2x renkaat,white,rwd,33990.0,1,123000.0,5,,0.0,,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
40,peugeot,e-2008,"Allure Pack 50 kWh 136 Automaatti - RAHOITUSKORKO 4,99% - Suomi-auto / Esilämmitys sovelluksella / Lämpöpumppu / 3-vaihe",gray,fwd,27870.0,1,37000.0,5,4.0,50.0,,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41,tesla,model 3,Long Range AWD,white,4wd,42800.0,1,44809.0,5,,78.75,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True
42,tesla,model 3,"Performance Dual Motor AWD Refresh, takuu 09/2025 asti, pinnoite, 3 latausjohtoa jne.",blue,4wd,41990.0,2,62000.0,5,373.0,78.75,547.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False,True
43,porsche,taycan,"Taycan 4S **Porsche Approved, Bose, 360 kamera, Adapt vakkari, Panoraama**",white,4wd,98890.0,1,30000.0,5,390.0,79.2,408.0,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False
44,mercedes-benz,eqc,"400 4Matic AMG / Timantinvalkoinen / 21"" vanteet *** Korkotarjous 4,9% + kulut",white,4wd,61890.0,1,9000.0,5,300.0,80.0,430.0,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
45,audi,e-tron,55 quattro ** Koukku / Adapt. Vakkari / Kaistavahti / Navi / 360° / LED / Sporttipenkit / Digimittari / Ratinlämmitin **,black,4wd,50800.0,1,52000.0,5,300.0,95.0,417.0,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
46,volkswagen,id4,"Pro Performance Life 150 kW, akku 77 kWh** ACC, Navi, ILP**",white,rwd,39790.0,1,69000.0,5,150.0,77.0,524.0,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
47,volkswagen,id3,"Pro Performance Life 150 kW, akku 58 kWh",gray,rwd,30990.0,1,27000.0,5,150.0,58.0,,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,tesla,model 3,"Standard Range Plus - *2x Renkaat aluvanteilla* - 4,69% korko ja 1000€ S-bonusostokirjaus! Etu 30.09.saakka!",white,rwd,37900.0,1,38000.0,5,211.0,54.5,,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,tesla,model 3,"Standard Range Plus - RAHOITUSKORKO 4,99% - Refresh / Lämpöpumppu / Koukku / Autopilot / LED",white,rwd,38870.0,1,42000.0,5,44.0,54.5,,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
50,audi,e-tron gt rs,"Quattro - Huippuvarusteet, Tulossa varastoon!",gray,4wd,109800.0,1,28000.0,5,440.0,93.4,488.0,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
51,kia,niro,Electric EX 64 kWh 204 hv,other,fwd,36990.0,1,20000.0,5,150.0,68.0,,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,audi,e-tron,"Sportback 50 quattro Edition Advanced, WLTP 299km, Vetokoukku, Kamera, Juuri huollettu - Korkotarjous 3,99%+kulut",black,4wd,48890.0,1,39000.0,5,230.0,71.0,299.0,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
53,tesla,model 3,Model 3 Long Range AWD Refresh / FSD / ACC Boost / 2x Renkaat / Premium Interior,white,4wd,42890.0,1,76000.0,5,349.0,78.75,612.0,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
54,volkswagen,id3,"Pro Performance Business 150 kW, akku 58 kWh - AUTO TULOSSA!! - J. autoturva - Ilmainen kotiintoimitus!",other,rwd,32800.0,1,34000.0,5,150.0,58.0,413.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
55,tesla,model 3,,white,4wd,45900.0,1,21340.0,5,,0.0,,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,True
56,tesla,model 3,,white,4wd,42500.0,1,45285.0,5,510.0,0.0,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
57,mini,cooper,SE Maximise ** ILP / Panorama / Adapt.LED / HUD / P.Kamera / Nahat / NAVI / Harman Kardon **,blue,fwd,28800.0,1,45000.0,4,135.0,32.0,234.0,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
58,volvo,xc40,P8 AWD R-Design Black Edition NAVI Aut (MY21) *SYKSYN SÄHKÖISIMMÄT X-EDUT!*,black,4wd,48690.0,1,75000.0,5,,0.0,,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
59,hyundai,ioniq 5,73 kWh 305 hv AWD Premium *** Hedin Certified Takuu 12 kk,black,4wd,49800.0,1,31000.0,5,,77.4,460.0,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,hyundai,ioniq 5,73 kWh 217 hv Style,gray,rwd,43880.0,1,37000.0,5,160.0,77.4,,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
61,audi,e-tron,"Sportback Edition S line 55 quattro - S-Line, Adaptiivinen vakionopeudensäädin - Ilmainen kotiintoimitus!",other,4wd,58900.0,1,47000.0,5,4.0,95.0,452.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
62,nissan,leaf,"Acenta MY21 40 kWh 6,6 kW Charger FI / Keyless / Adapt.Vakkari / BLISS / Navi / Kaistavahti / 360-Kamera /  /  / ",gray,fwd,22390.0,1,39000.0,5,,40.0,,False,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
63,mini,cooper,"SE Essential - *Sporttipenkit, Navi ja kamera!*",gray,fwd,24700.0,1,29000.0,4,135.0,0.0,,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64,peugeot,e-208,Allure Pack 50 kWh 136 Automaatti,black,fwd,26480.0,1,36000.0,5,,50.0,,False,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
65,tesla,model 3,Long Range AWD / Juuri Tullut / Autopilot / ILP / Premium audio / Lasikatto / navi /,other,4wd,39980.0,1,87000.0,5,,78.75,580.0,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
66,tesla,model y,,black,4wd,45500.0,1,58000.0,5,,0.0,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False
67,mercedes-benz,eqv,300 A2 7-Paik. Distronic / Sähkö-liukuovet / Ledit / 360´kamera / Navigaattori / Kaistavahti / Hinta sisältää ALV:n 24%,white,fwd,69870.0,1,13000.0,7,,0.0,,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,peugeot,e-208,Active Pack 50 kWh 136 Automaatti,blue,fwd,25490.0,1,16000.0,5,,50.0,,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,volkswagen,id4,"Pro Performance Business 150 kW, akku 77 kWh - J. autoturva - Ilmainen kotiintoimitus!",other,rwd,38980.0,1,48000.0,5,150.0,77.0,524.0,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,polestar,2,Long Range Dual Motor 408hv | Vähän ajettu | Adapt. Vakkari| Pilot paketti|,black,4wd,47990.0,1,9000.0,5,300.0,75.0,483.0,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
71,tesla,model 3,Standard Range Plus Refresh // Ilmalämpöpumppu / CCS-lataus / Kamera / Autopilot //,white,rwd,35900.0,1,59000.0,5,211.0,54.5,,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
72,bmw,i3,120 Charged Edition **Kamera / Proffa Navi / Lisälämmitin / Kahdet renkaat vanteilla / ALV / Käsiraha alk. 0€ **** Länsi,other,rwd,27880.0,1,8000.0,4,125.0,0.0,,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,volkswagen,id4,"GTX 4MOTION 77 kWh Business,  WLTP 480km,Adaptiivinen vak. nop. säädin, Lämmitettävä ohjauspyörä - Korkotarjous 3,99%+ku",white,4wd,48490.0,1,27000.0,5,220.0,77.0,480.0,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,skoda,enyaq,"80 ""125 EDITION"" iV - Nahkaverhoilu, Sähköpenkki, Vetokoukku, Matrix-valoilla!",white,rwd,51880.0,1,40000.0,5,150.0,82.0,530.0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
75,tesla,model 3,"Standard Range Plus Refresh * Korko 4,99% / ILP / Panoraama / Vaihto / Rahoitus *",white,rwd,36690.0,1,30000.0,5,202.0,54.5,448.0,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False
76,volkswagen,up!,e-up! 61 kW automaatti,white,fwd,18460.0,1,32000.0,4,61.0,36.0,260.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,seat,mii electric,61 kW (83 HV) // Vakkari  / Lämmitettävä tuulilasi / Kaista-avustin / Tehdastakuu voimassa / BT!,white,fwd,17900.0,1,45000.0,4,,36.0,260.0,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,audi,e-tron,Sportback 55 S-Line quattro NAVI (MY21) *SYKSYN SÄHKÖISIMMÄT X-EDUT!*,gray,4wd,67890.0,1,59000.0,5,,95.0,,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False
79,tesla,model 3,Performance **Met.Väri / Lasikatto / Autopilot**,white,4wd,45900.0,1,38000.0,5,340.0,78.75,,False,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
80,porsche,taycan,4S Cross Turismo 5p **HUIPPUVARUSTEET / PDLS+ / Matkustajan näyttö / Bose / 18-suunt.ist**,black,4wd,121800.0,1,11000.0,5,420.0,79.2,,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
81,volkswagen,id3,"110 kW Style Pure Performance ** LED-Matrix / Navi / ACC ** - Korko 3,99% + kulut!!",white,rwd,33900.0,1,19300.0,5,110.0,42.0,,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,polestar,2,"Long Range Dual Motor, 300kW, 78kWh (MY21) *KOUKKU, PILOT JA PLUS -PAKETIT, HUOLLETTU YMS.*",black,4wd,46700.0,1,81000.0,5,300.0,75.0,483.0,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
83,mercedes-benz,eqa,250 AMG,gray,fwd,45900.0,1,10000.0,5,140.0,66.5,,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,bmw,ix3,"G08 Charged Plus - Hud, 360-kamera, vetokoukku, nahkasisusta, sähkösäätöiset istuimet, Adaptiivinen vakionopeudensäädin,",black,rwd,51750.0,1,53000.0,5,210.0,80.0,,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
85,skoda,enyaq,80 SportLine iV,black,rwd,49900.0,1,44000.0,5,150.0,82.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,hyundai,ioniq 5,73 kWh 305 hv AWD Project 45 / 2 x renkaat + alut / / HUD / Ilmastoidut sähköpenkit / HDA Ajoavustin / 360  / ,white,4wd,47880.0,1,41000.0,5,,77.4,,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
87,hyundai,ioniq electric,"38.3 kWh Premium MY21 - Pikalataus, Ilmalämpöpumppu, LED-ajovalot, Mukautuva vakionopeudensäädin, Nahkaverhoilu",brown,fwd,27790.0,1,28000.0,5,101.0,38.3,294.0,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
88,volkswagen,id4,Pro Perfo 150/77! Suomi auto! Yksi omisteinen! hyvät varusteet! ,blue,rwd,38990.0,1,106000.0,5,,77.0,495.0,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True
89,nissan,leaf,"N-Connecta 40 kWh FI - RAHOITUSKORKO 4,99% - 360 kamera / Tutkat edessä ja takana / LED / Navigointi",other,fwd,22370.0,1,31000.0,5,5.0,40.0,,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,tesla,model y,"Long , Vetokoukku, 490 km",red,4wd,48200.0,1,32000.0,5,460.0,79.0,495.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False
91,audi,e-tron,Sportback 50 quattro ** Lisälämmitin / Navigointi / Urheiluistuimet / Nahka-alcantara / ALV / Panorama / Koukku **,black,4wd,50800.0,1,29000.0,5,230.0,71.0,299.0,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
92,volkswagen,id3,"Pro Business Family 150 kW, akku 58 kWh **ACC / Peruutuskamera / Lämpöpumppu / Panorama**",gray,rwd,26900.0,1,87000.0,5,,58.0,415.0,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
