,id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
32,13803700,Car,Kia,Niro,,White,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",54500.0,,1000.0,5.0,5.0,,64.0,,,,,,
33,13808534,Car,BMW,iX1,,Black,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,LED-headlights,Sport seats",68900.0,,5000.0,5.0,4.0,200.0,68.0,,160000.0,440.0,CCS,130.0,130.0
34,13808557,Car,BMW,i4,,Gray,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,Cruise control: Traditional,Parking camera: Simple camera",83900.0,,5000.0,5.0,4.0,400.0,83.0,,160000.0,513.0,CCS,205.0,205.0
35,13808581,Car,BMW,iX1,,Green,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,Electric seats: With memory,LED-headlights,Sport seats",65800.0,,,5.0,4.0,200.0,68.0,,160000.0,440.0,CCS,130.0,130.0
36,13809324,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",48985.0,,,,5.0,,0.0,,,,,,
37,13811748,Car,BMW,i4,,Other,Not available,Rear wheel,"Tow bar,Cruise control: Adaptive",77820.0,,,,4.0,250.0,0.0,,,,,,
38,13812564,Car,Kia,EV6,,Other,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",59030.0,,,,4.0,168.0,77.0,,,528.0,CCS,240.0,
39,13817089,Car,BMW,i4,,Other,Not available,Rear wheel,"Tow bar,Cruise control: Adaptive",74170.0,,,,4.0,250.0,0.0,,,,,,
40,13817091,Car,BMW,i4,,Other,Not available,Rear wheel,"Tow bar,Cruise control: Adaptive",74920.0,,,,4.0,250.0,0.0,,,,,,
41,13817140,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",48985.0,,,,5.0,150.0,64.8,,,460.0,CCS,77.0,
42,13824533,Car,Volvo,C40,,Other,Metallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,Immobilizer,Sun hatch: With panorama,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Fog lights,Rain Sensor,Isofix-ready,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Collision avoidance system",59390.0,,,,5.0,185.0,0.0,,,,,,
43,13826630,Car,BMW,iX,,Other,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,Sun hatch: With panorama,Air suspension",120850.0,,,5.0,4.0,385.0,111.0,,160000.0,630.0,CCS,195.0,195.0
44,13827050,Car,Kia,Niro,,Other,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",50700.0,,,,5.0,,0.0,,,,,,
45,13827807,Car,Kia,EV9,,Red,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",87488.0,,,7.0,5.0,286.0,0.0,,,,,,
46,13829054,Car,BMW,i4,,Other,Not available,Rear wheel,Tow bar,66900.0,,,,4.0,250.0,0.0,,,,,,
47,13829056,Car,BMW,i7,,Other,Not available,Four wheel,"Tow bar,Sunroof",198900.0,,,,4.0,400.0,0.0,,,,,,
48,13832207,Car,Kia,Niro EV,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",49350.0,,,,5.0,,0.0,,,,,,
49,13834340,Car,Kia,EV6,,Blue,Nonmetallic,Four wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Radio,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Isofix-ready,Parking Assistant,Parking camera: Simple camera",69750.0,,,5.0,5.0,,77.0,,150000.0,506.0,CCS,240.0,240.0
50,13835597,Car,Kia,EV6,GT-Line AWD 77 kWh 325 hv,Other,Metallic,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",64907.0,,,,4.0,,0.0,,,,,,
51,13836777,Car,BMW,i4,,Other,Not available,Rear wheel,"Airconditioning: Automatic,Airbag,Cruise control: Traditional,Parking camera: Simple camera,Tire-pressure monitoring system",69510.0,,,,4.0,250.0,0.0,,,,,,
52,13839544,Car,Audi,Q8 e-tron,,Red,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats",109520.0,,,5.0,4.0,300.0,114.0,,160000.0,551.0,CCS,170.0,170.0
53,13839950,Car,Kia,EV6,RWD 77 kWh 229 hv,Other,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",58900.0,,,,4.0,,0.0,,,,,,
54,13839951,Car,Kia,EV6,,Other,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",60660.0,,,,4.0,,0.0,,,,,,
55,13840322,Car,Kia,Niro,,White,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",50728.0,,,5.0,5.0,,0.0,,,,,,
56,13840388,Car,Kia,EV6,,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",62232.0,,,,4.0,239.0,0.0,,,,,,
57,13846135,Car,BMW,iX1,,Green,Nonmetallic,Four wheel,"Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Airbag,Service manual: Electronic,USB,Bluetooth,Immobilizer,Alarm system,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Hands-free kit,Isofix-ready,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Adaptive headlights,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",69830.0,,,5.0,4.0,200.0,68.0,,160000.0,440.0,CCS,130.0,130.0
58,13846215,Car,BMW,i4,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Sun hatch: With panorama,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Hands-free kit,Isofix-ready,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Start-stop system,Tire-pressure monitoring system,Lane departure warning system,Head-Up display,Adaptive headlights,Heated steering wheel,Folding rear seats,Battery preheating",90940.0,,,5.0,4.0,400.0,83.0,,160000.0,513.0,CCS,205.0,205.0
59,13846599,Car,Kia,EV6,,Black,Nonmetallic,Rear wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,Service manual: Paper,CD Player,Radio,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Heated steering wheel,Battery preheating",66265.0,,,5.0,5.0,,77.0,,150000.0,528.0,CCS,240.0,240.0
60,13849922,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",48900.0,,1000.0,,5.0,,0.0,,,,,,
61,13850835,Car,Audi,Q8 e-tron,,Other,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,CD Player,Radio,Seat heaters,Multiactive Steering Wheel,Isofix-ready,Parking camera: Simple camera",104340.0,,,5.0,4.0,300.0,0.0,,,,,,
62,13854553,Car,Audi,Q8 e-tron,,Blue,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,USB,Cruise control: Traditional,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera,Air suspension",79800.0,,2000.0,5.0,4.0,250.0,95.0,,160000.0,499.0,,150.0,150.0
63,13856224,Car,Kia,Niro EV,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",51458.0,,,,5.0,,0.0,,,,,,
64,13856225,Car,Kia,Niro EV,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",51953.0,,,,5.0,,0.0,,,,,,
65,13859419,Car,Audi,Q4 e-tron,,Other,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",67660.0,,,5.0,4.0,195.0,0.0,,,,,,
66,13859431,Car,Audi,Q4 e-tron,,Other,Nonmetallic,Four wheel,"Power windows,Tow bar,Alloy wheels,Airconditioning: Manual,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",75960.0,,,5.0,4.0,195.0,0.0,,,,,,
67,13860117,Car,BYD,Atto3,,Red,Metallic,Front wheel,,45399.0,,,5.0,5.0,150.0,60.0,,,420.0,CCS,80.0,
68,13860910,Car,BMW,iX,xDrive50 Fully Charged,Other,Not available,Four wheel,"Tow bar,Airconditioning: Automatic,Sunroof",121270.0,,,,4.0,385.0,0.0,,,,,,
69,13861190,Car,Kia,EV6,,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",68446.0,,,,4.0,239.0,77.4,,,506.0,CCS,240.0,
70,13861191,Car,Kia,EV6,,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",77858.0,,,,4.0,430.0,77.4,,,424.0,CCS,240.0,
71,13861192,Car,Kia,EV6,,White,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",77188.0,,,,4.0,430.0,77.4,,,424.0,CCS,240.0,
72,13861603,Car,Kia,EV6,,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",71246.0,,,,4.0,239.0,77.4,,,506.0,CCS,240.0,
73,13862163,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",54858.0,,,,5.0,,0.0,,,,,,
74,13862447,Car,Audi,Q8 e-tron,,Gray,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Turbo,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Folding rear seats,Battery preheating",99990.0,,4500.0,5.0,5.0,300.0,114.0,,,,,,
75,13862708,Car,BMW,iX,,Other,Not available,Four wheel,"Cruise control: Traditional,Tire-pressure monitoring system",111900.0,,,,4.0,385.0,0.0,,,,,,
76,13862932,Car,Audi,Q4 e-tron,,Black,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Manual,ABS brakes,Airbag,Radio,LED-headlights",62270.0,,,5.0,4.0,195.0,0.0,,,,,,
77,13863905,Car,BMW,i4,,White,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,Cruise control: Traditional,Parking camera: Simple camera",76280.0,,,5.0,4.0,400.0,83.0,,160000.0,513.0,CCS,205.0,205.0
78,13863909,Car,BMW,i4,,Black,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Traditional,Parking camera: Simple camera",69790.0,,,5.0,4.0,250.0,83.0,,160000.0,585.0,CCS,205.0,205.0
79,13865239,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",48985.0,,,,4.0,,0.0,,,,,,
80,13868708,Car,BMW,i4,,Blue,Nonmetallic,Four wheel,"Power steering,Tow bar,Alloy wheels,Airconditioning: Automatic,Cruise control: Traditional,Fuel / battery powered heater,Driving assistant,Battery preheating",75900.0,,4000.0,5.0,4.0,400.0,83.0,,160000.0,513.0,CCS,205.0,205.0
81,13871761,Car,Volkswagen,ID. Buzz,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",75710.0,,,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
82,13875084,Car,Audi,Q8 e-tron,,Gray,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,USB,Cruise control: Adaptive,Electric seats: With memory,Satellite navigator,LED-headlights,Air suspension",98800.0,,1000.0,5.0,4.0,,114.0,,160000.0,549.0,,170.0,170.0
83,13875208,Car,Audi,Q4 e-tron,,Blue,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera",69790.0,,,5.0,4.0,195.0,82.0,,160000.0,500.0,,135.0,135.0
84,13875228,Car,Audi,Q8 e-tron,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Traction control,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Folding rear seats",79260.0,,,5.0,,,0.0,,,,,,
85,13875629,Car,Kia,Niro EV,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",54858.0,,,,5.0,,0.0,,,,,,
86,13876185,Car,Volvo,XC40,,Other,Metallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,Immobilizer,Sun hatch: With panorama,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Fog lights,Rain Sensor,Sunroof,Isofix-ready,Electrically operated tailgate,Tire-pressure monitoring system,Lane departure warning system,Collision avoidance system",59040.0,,,,4.0,185.0,0.0,,,,,,
87,13876266,Car,Kia,EV9,,Green,Metallic,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",89684.0,,,6.0,4.0,286.0,0.0,,,,,,
88,13878156,Car,Volkswagen,ID. Buzz,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",77490.0,,,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
89,13881466,Car,Kia,EV9,,Other,Not available,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",88988.0,,,,4.0,286.0,0.0,,,,,,
90,13881599,Car,BMW,i4,,Other,Not available,Rear wheel,"Tow bar,Cruise control: Adaptive",70700.0,,,,4.0,250.0,0.0,,,,,,
0,13880632,Car,Mercedes-Benz,EQS,,Gray,Nonmetallic,Four wheel,"Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Bluetooth,Sun hatch: With panorama,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Head-Up display,Smartphone integration,Adaptive headlights,Blind spot sensor,Heated steering wheel,Battery preheating",151800.0,,10000.0,5.0,5.0,,108.0,,250000.0,599.0,CCS,200.0,200.0
1,13880889,Car,Hyundai,Ioniq 5,,Other,Metallic,Four wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Folding rear seats,Battery preheating",66590.0,,,,5.0,,0.0,,,,,,
2,13880895,Car,Skoda,Enyaq,,Other,Metallic,Rear wheel,"Airconditioning: Automatic,Parking sensors,Electric mirrors,Satellite navigator,Multiactive Steering Wheel,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Emergency brake assist",59895.0,,24.0,,5.0,150.0,0.0,,,530.0,,135.0,
3,13881029,Car,Tesla,Model X,Plaid,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",119900.0,1.0,6000.0,5.0,5.0,750.0,0.0,,,,"CCS,Type 2",,
4,13881302,Car,Mercedes-Benz,EQA,250 Business,White,Metallic,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,Multiactive Steering Wheel,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration",55890.0,,,5.0,5.0,5.0,0.0,,,,,,
