,id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
56,13286540,Car,Mini,Cooper,,Black,Nonmetallic,Front wheel,"Alloy wheels,Parking sensors,Satellite navigator",33900.0,,4000.0,4.0,2.0,135.0,32.6,,,234.0,CCS,50.0,50.0
57,13286566,Car,Mini,Cooper,,Black,Nonmetallic,Front wheel,"Alloy wheels,Parking sensors,Satellite navigator",33900.0,,4000.0,4.0,2.0,135.0,0.0,,,234.0,CCS,50.0,50.0
58,13287446,Car,Kia,e-Soul,,White,Not available,Front wheel,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Emergency brake assist,Folding rear seats",46364.0,,,5.0,5.0,5.0,0.0,,,,,,
59,13289571,Car,Audi,e-tron GT,,Black,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,Leather upholstery,Sun hatch: With panorama,Cruise control: Traditional,Electric seats: Without memory,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera,Air suspension",120130.0,,,,4.0,350.0,0.0,,,,,,
60,13291683,Car,Kia,EV6,,Other,Not available,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Hands-free kit,Parking camera: Simple camera,Emergency brake assist",54438.0,,,,4.0,,0.0,,,,,,
61,13291684,Car,Kia,EV6,,Other,Not available,Four wheel,"Airconditioning: Automatic,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Hands-free kit,Parking camera: Simple camera,Emergency brake assist",76366.0,,,,4.0,430.0,0.0,,,,,,
62,13292612,Car,BMW,iX,,Other,Nonmetallic,Four wheel,Sun hatch: With panorama,93530.0,,,5.0,,,0.0,,,,,,
63,13292997,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera",49900.0,,1215.0,5.0,5.0,150.0,0.0,,,,,,
64,13293729,Car,Audi,e-tron,,Blue,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Sport seats,Parking camera: Simple camera,Air suspension",78890.0,,4000.0,,,300.0,0.0,,,,,,
65,13294258,Car,Kia,e-Soul,,White,Not available,Front wheel,"Airconditioning: Automatic,Airbag,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Hands-free kit,Parking camera: Simple camera,Folding rear seats",47040.0,,1.0,5.0,5.0,5.0,0.0,,,,,,
66,13294260,Car,Kia,e-Soul,,Blue,Not available,Front wheel,"Airconditioning: Automatic,Airbag,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Hands-free kit,Parking camera: Simple camera,Folding rear seats",47040.0,,1.0,5.0,5.0,5.0,0.0,,,,,,
67,13297992,Car,Audi,e-tron GT,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,Leather upholstery,Sun hatch: With panorama,Cruise control: Traditional,Electric seats: Without memory,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera,Air suspension",123090.0,,,,4.0,350.0,0.0,,,,,,
68,13302179,Car,Subaru,Solterra,,Black,Not available,Four wheel,"Central locking: Keyless,Airbag,Driving assistant,Rain Sensor,Auto hold",49900.0,,,5.0,5.0,160.0,0.0,,,,,,
69,13303025,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
70,13304309,Car,BMW,iX,,Other,Not available,Four wheel,"Tow bar,Airconditioning: Automatic,Sunroof",89990.0,,,,4.0,240.0,0.0,,,,,,
71,13304503,Car,Audi,e-tron GT,,Gray,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Manual,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Multiactive Steering Wheel,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",114010.0,,,5.0,4.0,350.0,85.2,,,492.0,CCS,270.0,270.0
72,13304916,Car,BMW,iX,xDrive40,Other,Not available,Four wheel,"Tow bar,Airconditioning: Automatic,Sunroof",79900.0,,5950.0,,4.0,240.0,0.0,,,,,,
73,13305739,Car,Volkswagen,ID5,,Gray,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera",46700.0,,3000.0,5.0,5.0,128.0,0.0,,,,,,
74,13306001,Car,BMW,iX,,Other,Metallic,Four wheel,"Tow bar,Airconditioning: Automatic,Sunroof",89990.0,,,,4.0,240.0,0.0,,,,,,
75,13306256,Car,Kia,e-Soul,,Other,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",46900.0,,,,5.0,,0.0,,,,,,
76,13309484,Car,Audi,Q4 e-tron,,Other,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Manual,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera",49900.0,,1000.0,,4.0,125.0,0.0,,,,,,
77,13311842,Car,Volkswagen,ID3,,Blue,Nonmetallic,Rear wheel,"Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Radio,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking Assistant,Parking camera: Simple camera,Lane departure warning system,Smartphone integration",39950.0,,5700.0,5.0,5.0,150.0,0.0,,,,,,
78,13320139,Car,BMW,iX,,Other,Nonmetallic,Four wheel,Sun hatch: With panorama,99630.0,,,,,240.0,76.6,,,425.0,CCS,150.0,150.0
79,13322574,Car,Audi,e-tron GT RS,,Black,Nonmetallic,Four wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Sunroof,Sport seats,Parking camera: 360-degree camera,Air suspension,Traffic sign recognition,Smartphone integration,Emergency brake assist",157620.0,,,5.0,4.0,440.0,0.0,,,,,,
80,13324913,Car,Maxus,Euniq,,Black,Metallic,Front wheel,"Power steering,Power windows,Alloy wheels,Airbag,Immobilizer,Traction control,On board computer,Electric mirrors,Driving assistant,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,Cargo safety net,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor",50830.0,,,5.0,5.0,130.0,70.0,,,452.0,CCS,,
81,13325606,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,USB,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights",49725.0,,,5.0,5.0,128.0,0.0,,,,,,
82,13326333,Car,Audi,e-tron GT RS,,Black,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Manual,Alarm system,Sun hatch: With panorama,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera,Air suspension",164950.0,,,5.0,4.0,440.0,0.0,,,,,,
83,13329742,Car,Kia,Niro,,Other,Not available,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Driving assistant,Hands-free kit,Isofix-ready,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Emergency brake assist",45882.0,,,5.0,5.0,150.0,0.0,,,,,,
84,13329743,Car,Kia,Niro,,Other,Not available,Front wheel,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system,Emergency brake assist",48450.0,,,5.0,5.0,150.0,0.0,,,,,,
85,13329767,Car,Audi,e-tron GT,,Gray,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system",109900.0,,6500.0,5.0,4.0,350.0,0.0,,,,,,
86,13333605,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
87,13335344,Car,BMW,iX1,,Other,Nonmetallic,Four wheel,LED-headlights,67900.0,,5000.0,5.0,4.0,,0.0,,,,,,
88,13335771,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Heated windshield,Ski hatch,LED-headlights,Parking Assistant,Parking camera: Simple camera,Lane departure warning system,Emergency brake assist,Folding rear seats",54900.0,,7000.0,5.0,5.0,128.0,0.0,,,,,,
89,13337975,Car,Mercedes-Benz,EQA,,Black,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Radio,Electric seats: With memory,Satellite navigator,Driving assistant,Smartphone integration,Blind spot sensor",68960.0,,4000.0,5.0,4.0,,0.0,,,,,,
90,13338054,Car,BMW,i4,,Black,Nonmetallic,Rear wheel,"Power steering,Power windows,Alloy wheels,Airbag,Alarm system,Traction control,Fuel / battery powered heater,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Curve lights,Plug-in charging for hybrid vehicles,Smartphone integration,Adaptive headlights,Emergency brake assist",58890.0,,500.0,5.0,4.0,250.0,81.0,,,590.0,,200.0,
91,13338890,Car,Subaru,Solterra,,Blue,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Manual,ABS brakes,Airbag,CD Player,USB,Bluetooth,Cruise control: Adaptive,On board computer,Driving assistant,Rain Sensor,Audio input,Electrically operated tailgate",47950.0,,,5.0,5.0,,0.0,,,,,,
92,13339382,Car,Subaru,Solterra,,Other,Metallic,Four wheel,"Power steering,Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Electrically operated tailgate,Emergency brake assist,Folding rear seats",48900.0,,5000.0,,5.0,160.0,0.0,,,,,,
93,13339894,Car,Kia,e-Soul,Electro 64 kWh 204 hv,Other,Metallic,Front wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Heated steering wheel,Folding rear seats",46364.0,,,,5.0,,0.0,,,,,,
94,13341927,Car,Volkswagen,ID3,,Gray,Nonmetallic,Rear wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera",37900.0,,16800.0,5.0,5.0,150.0,0.0,,,,,,
95,13342352,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
96,13342353,Car,Maxus,Euniq,,Other,Metallic,Front wheel,"Power steering,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",49900.0,,,,5.0,130.0,0.0,,,,,,
97,13343571,Car,Volkswagen,ID5,,Black,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera",49905.0,,,5.0,5.0,150.0,0.0,,,,,,
98,13343727,Car,Hyundai,Ioniq 5,,Green,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",58800.0,,6000.0,5.0,5.0,168.0,77.0,,,507.0,,220.0,220.0
99,13344049,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",45990.0,,13000.0,,5.0,150.0,0.0,,,,,,
0,13752092,Car,Kia,EV6,GT-Line AWD 77 kWh 325 hv,Other,Metallic,Four wheel,"Tow bar,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Hands-free kit,Isofix-ready,Parking camera: Simple camera,Folding rear seats",63900.0,,11000.0,5.0,5.0,5.0,0.0,,,,,,
1,13752239,Car,Volkswagen,ID4,,Other,Nonmetallic,Four wheel,"Power steering,Tow bar,Alloy wheels,Leather upholstery,Airbag,Radio,Parking sensors,Satellite navigator,Electrically operated tailgate,Parking camera: Simple camera,Emergency brake assist",57260.0,,,,,195.0,0.0,,,,,,
2,13752255,Car,Audi,Q4 e-tron,,Gray,Nonmetallic,Rear wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system",53490.0,,100.0,5.0,4.0,150.0,0.0,,,,,,
3,13752327,Car,BMW,i4 M50,,Blue,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Sun hatch: Without panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Audio input,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,Cargo safety net,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",83900.0,,6000.0,,,544.0,83.0,,,510.0,,,
4,13752562,Car,BMW,iX1,,Other,Not available,Four wheel,"Tow bar,LED-headlights,Sport seats,Head-Up display",72238.0,,2362.0,,5.0,200.0,0.0,,,,,,
5,13752886,Car,Lexus,UX,,Gray,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,Parking sensors,Fog lights,Rain Sensor,Hands-free kit,Sunroof,Isofix-ready,LED-headlights,Parking camera: Simple camera",69990.0,,100.0,5.0,4.0,150.0,0.0,,,,,,
6,13753388,Car,Opel,Mokka,,Green,Nonmetallic,Front wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Bluetooth,Cruise control: Traditional,On board computer,Seat heaters,Driving assistant,Isofix-ready,LED-headlights,Parking camera: Simple camera,Lane departure warning system",37780.0,,,5.0,4.0,,50.0,,160000.0,342.0,CCS,100.0,100.0
7,13753398,Car,Muu merkki,Muu malli,,White,Nonmetallic,Front wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Manual,Leather upholstery,Airbag,Radio,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Parking camera: Simple camera",102000.0,,10.0,9.0,,150.0,0.0,,,,,,
8,13753502,Car,MG,Marvel R,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,USB,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Curve lights,Auto hold,Keyless start,LED-headlights,Parking camera: 360-degree camera,Adaptive headlights,Emergency brake assist,Battery preheating",43900.0,,,5.0,5.0,132.0,70.0,,150000.0,402.0,CCS,92.0,92.0
9,13753823,Car,Skoda,Enyaq,,Other,Metallic,Rear wheel,"Central locking: Keyless,Airconditioning: Automatic,Airbag,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Isofix-ready,Tire-pressure monitoring system,Folding rear seats",61545.0,,,5.0,5.0,150.0,0.0,,,,,135.0,
10,13754242,Car,Skoda,Enyaq,,Gray,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Cruise control: Adaptive,Seat heaters",63600.0,,,5.0,5.0,150.0,82.0,,160000.0,526.0,CCS,135.0,135.0
11,13754285,Car,Skoda,Enyaq,,Black,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Cruise control: Adaptive,Electric seats: With memory",61100.0,,,5.0,5.0,,82.0,,160000.0,526.0,CCS,135.0,135.0
12,13754345,Car,Nissan,Ariya,,Gray,Nonmetallic,Front wheel,"Airconditioning: Automatic,USB,Bluetooth,Sun hatch: With panorama,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Parking sensors,Rain Sensor,Heated windshield,LED-headlights,Lane departure warning system",59900.0,,5000.0,5.0,4.0,,0.0,,,,,,
13,13754451,Car,Ford,Mustang Mach-E,,White,Metallic,Four wheel,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive",71390.0,,,5.0,5.0,258.0,0.0,,,,,,
14,13754490,Car,Volvo,C40,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Immobilizer,Sun hatch: With panorama,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Collision avoidance system",52900.0,,1000.0,,5.0,170.0,0.0,,,,,,
15,13754539,Car,Skoda,Enyaq,,Blue,Not available,Rear wheel,"Central locking: Keyless,Tow bar,Leather upholstery,Cruise control: Adaptive,Seat heaters,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera",54490.0,,5000.0,5.0,5.0,150.0,77.0,,,500.0,,,
16,13754931,Car,Volvo,C40,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Immobilizer,Sun hatch: With panorama,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Electrically operated tailgate,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Collision avoidance system",53900.0,,1000.0,,5.0,170.0,0.0,,,,,,
17,13754932,Car,Hyundai,Ioniq 6,,Gray,Metallic,Rear wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Head-Up display,Folding rear seats",57500.0,,1500.0,5.0,4.0,168.0,77.0,,,614.0,,,
18,13755030,Car,Toyota,bZ4X,,Black,Not available,Four wheel,"Power windows,Tow bar,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Satellite navigator,Driving assistant,Hands-free kit,Heated windshield,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Folding rear seats",49900.0,,8000.0,5.0,4.0,4.0,0.0,,,,,,
19,13755840,Car,Skoda,Enyaq,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Rain Sensor,Multiactive Steering Wheel,Sport base,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",68890.0,,6000.0,5.0,5.0,220.0,82.0,,160000.0,520.0,CCS,135.0,135.0
20,13755865,Car,Volkswagen,ID. Buzz,,Orange,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,Radio,USB,Alarm system,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera",78150.0,,,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
21,13755898,Car,Volkswagen,ID. Buzz,,White,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,Radio,USB,Alarm system,Satellite navigator,Multiactive Steering Wheel,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera",80520.0,,,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
22,13755921,Car,Volvo,XC40,,Gray,Nonmetallic,Four wheel,"Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Bluetooth,Alarm system,Seat heaters,Parking sensors,Fog lights,LED-headlights,Parking camera: Simple camera",59900.0,,4000.0,5.0,5.0,300.0,78.0,,160000.0,438.0,CCS,150.0,150.0
23,13756047,Car,BMW,i4 M50,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,MP3,Bluetooth,Traction control,Cruise control: Traditional,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Keyless start,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Collision avoidance system",76800.0,,1800.0,5.0,4.0,400.0,83.0,,160000.0,513.0,CCS,205.0,205.0
24,13756186,Car,Mercedes-Benz,EQA,,Red,Metallic,Front wheel,"Tow bar,Parking camera: Simple camera",59100.0,,,5.0,5.0,140.0,0.0,,,,,,
25,13756662,Car,Nissan,Leaf,,Gray,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Radio,USB,Cruise control: Adaptive,Seat heaters,Multiactive Steering Wheel,Keyless start,LED-headlights,Parking camera: 360-degree camera",29829.0,,,5.0,4.0,,40.0,,160000.0,278.0,CHAdeMO,50.0,50.0
